LASTNAME,FIRSTNAME,BADGE LABEL,BADGE LEVEL
Cartwright,Gertrude,Five year membership,3
Cartwright,Gertrude,Four year membership,2
Cartwright,Gertrude,Three year membership,2
Cartwright,Gertrude,Two year membership,1
Cartwright,Gertrude,One year membership,1
Lacroix,Jairo,Twig Code Contributor,1
Lacroix,Jairo,Monolog Code Contributor,1
Lacroix,Jairo,Symfony Code Contributor,1
Lacroix,Jairo,Monolog Documentation Contributor,1
Lacroix,Jairo,Doctrine Documentation Contributor,1
Lacroix,Jairo,Doctrine Code Contributor,1
Lacroix,Jairo,Silex Code Contributor,1
Zboncak,Anahi,Doctrine Documentation Contributor,1
Zboncak,Anahi,Composer Code Contributor,1
Zboncak,Anahi,Symfony Documentation Contributor,1
Zboncak,Anahi,Monolog Documentation Contributor,1
Zboncak,Anahi,Seven year membership,3
Zboncak,Anahi,Six year membership,3
Zboncak,Anahi,Five year membership,3
Zboncak,Anahi,Four year membership,2
Zboncak,Anahi,Three year membership,2
Zboncak,Anahi,Two year membership,1
Zboncak,Anahi,One year membership,1
Smitham,Waino,Doctrine Documentation Contributor,1
Smitham,Waino,Helped write a book about Symfony,3
Smitham,Waino,Monolog Code Contributor,1
Smitham,Waino,Symfony CMF Code Contributor,1
Smitham,Waino,Twig Documentation Contributor,1
Smitham,Waino,Symfony Code Contributor,1
Smitham,Waino,Doctrine Code Contributor,1
Smitham,Waino,SensioLabs Certified Symfony Developer (Advanced),2
Smitham,Waino,Silex Code Contributor,1
Smitham,Waino,Silex Documentation Contributor,1
Smitham,Waino,Four year membership,2
Smitham,Waino,Three year membership,2
Smitham,Waino,Two year membership,1
Smitham,Waino,One year membership,1
Tanguy,Denis,Attended a training on Symfony2 (level 3) at SensioLabs,2
Tanguy,Denis,Doctrine Code Contributor,1
Tanguy,Denis,Monolog Documentation Contributor,1
Tanguy,Denis,Swiftmailer Documentation Contributor,1
Tanguy,Denis,Silex Code Contributor,1
Tanguy,Denis,Doctrine Documentation Contributor,1
Tanguy,Denis,Helped write a book about Symfony,3
Tanguy,Denis,Swiftmailer Code Contributor,1
Tanguy,Denis,Five year membership,3
Tanguy,Denis,Four year membership,2
Tanguy,Denis,Three year membership,2
Tanguy,Denis,Two year membership,1
Tanguy,Denis,One year membership,1
Dos Santos,Valerie,Doctrine Code Contributor,1
Dos Santos,Valerie,Symfony Code Contributor,1
Dos Santos,Valerie,Composer Documentation Contributor,1
Dos Santos,Valerie,Silex Documentation Contributor,1
Dos Santos,Valerie,Silex Code Contributor,1
Dos Santos,Valerie,Monolog Documentation Contributor,1
Dos Santos,Valerie,Swiftmailer Code Contributor,1
Dos Santos,Valerie,Symfony CMF Code Contributor,1
Dos Santos,Valerie,SensioLabs Certified Symfony Developer (Expert),3
Dos Santos,Valerie,Doctrine Documentation Contributor,1
Dos Santos,Valerie,Twig Documentation Contributor,1
Dos Santos,Valerie,Twig Code Contributor,1
Dos Santos,Valerie,Eight year membership,3
Dos Santos,Valerie,Seven year membership,3
Dos Santos,Valerie,Six year membership,3
Dos Santos,Valerie,Five year membership,3
Dos Santos,Valerie,Four year membership,2
Dos Santos,Valerie,Three year membership,2
Dos Santos,Valerie,Two year membership,1
Dos Santos,Valerie,One year membership,1
Roy,Emmy,Monolog Code Contributor,1
Roy,Emmy,SensioLabs Certified Symfony Developer (Advanced),2
Roy,Emmy,SensioLabs Certified Symfony Developer (Expert),3
Roy,Emmy,Doctrine Code Contributor,1
Roy,Emmy,Doctrine Documentation Contributor,1
Roy,Emmy,Five year membership,3
Roy,Emmy,Four year membership,2
Roy,Emmy,Three year membership,2
Roy,Emmy,Two year membership,1
Roy,Emmy,One year membership,1
Peltier,Jedidiah,SensioLabs Certified Symfony Developer (Expert),3
Peltier,Jedidiah,Composer Documentation Contributor,1
Peltier,Jedidiah,Symfony CMF Code Contributor,1
Peltier,Jedidiah,Silex Documentation Contributor,1
Peltier,Jedidiah,Monolog Code Contributor,1
Peltier,Jedidiah,Swiftmailer Code Contributor,1
Peltier,Jedidiah,SensioLabs Certified Symfony Developer (Advanced),2
Peltier,Jedidiah,Five year membership,3
Peltier,Jedidiah,Four year membership,2
Peltier,Jedidiah,Three year membership,2
Peltier,Jedidiah,Two year membership,1
Peltier,Jedidiah,One year membership,1
Powlowski,Perry,Symfony Documentation Contributor,1
Powlowski,Perry,SensioLabs Certified Symfony Developer (Advanced),2
Powlowski,Perry,Silex Documentation Contributor,1
Powlowski,Perry,Swiftmailer Code Contributor,1
Powlowski,Perry,Twig Documentation Contributor,1
Powlowski,Perry,Symfony Code Contributor,1
Powlowski,Perry,Attended a training on Symfony2 (level 3) at SensioLabs,2
Powlowski,Perry,Doctrine Documentation Contributor,1
Powlowski,Perry,Helped write a book about Symfony,3
Powlowski,Perry,Eight year membership,3
Powlowski,Perry,Seven year membership,3
Powlowski,Perry,Six year membership,3
Powlowski,Perry,Five year membership,3
Powlowski,Perry,Four year membership,2
Powlowski,Perry,Three year membership,2
Powlowski,Perry,Two year membership,1
Powlowski,Perry,One year membership,1
Reinger,Maya,Swiftmailer Documentation Contributor,1
Reinger,Maya,Silex Code Contributor,1
Reinger,Maya,Doctrine Code Contributor,1
Reinger,Maya,Monolog Code Contributor,1
Reinger,Maya,Attended a training on Symfony2 (level 3) at SensioLabs,2
Reinger,Maya,Doctrine Documentation Contributor,1
Reinger,Maya,Symfony Code Contributor,1
Reinger,Maya,Symfony CMF Code Contributor,1
Reinger,Maya,Symfony Documentation Contributor,1
Reinger,Maya,SensioLabs Certified Symfony Developer (Expert),3
Reinger,Maya,Three year membership,2
Reinger,Maya,Two year membership,1
Reinger,Maya,One year membership,1
Gros,Derek,Swiftmailer Code Contributor,1
Gros,Derek,Symfony Documentation Contributor,1
Gros,Derek,Symfony Code Contributor,1
Gros,Derek,Three year membership,2
Gros,Derek,Two year membership,1
Gros,Derek,One year membership,1
Tillman,Meggie,Swiftmailer Documentation Contributor,1
Tillman,Meggie,Doctrine Documentation Contributor,1
Tillman,Meggie,Silex Code Contributor,1
Tillman,Meggie,Symfony Documentation Contributor,1
Tillman,Meggie,Composer Code Contributor,1
Nienow,Luella,Twig Documentation Contributor,1
Nienow,Luella,Helped write a book about Symfony,3
Nienow,Luella,Swiftmailer Code Contributor,1
Nienow,Luella,Doctrine Code Contributor,1
Nienow,Luella,Doctrine Documentation Contributor,1
Nienow,Luella,Swiftmailer Documentation Contributor,1
Nienow,Luella,Silex Documentation Contributor,1
Nienow,Luella,Symfony Code Contributor,1
Nienow,Luella,Eight year membership,3
Nienow,Luella,Seven year membership,3
Nienow,Luella,Six year membership,3
Nienow,Luella,Five year membership,3
Nienow,Luella,Four year membership,2
Nienow,Luella,Three year membership,2
Nienow,Luella,Two year membership,1
Nienow,Luella,One year membership,1
Anderson,Reyes,Monolog Code Contributor,1
Anderson,Reyes,Swiftmailer Documentation Contributor,1
Anderson,Reyes,Monolog Documentation Contributor,1
Anderson,Reyes,Helped write a book about Symfony,3
Anderson,Reyes,Symfony Documentation Contributor,1
Anderson,Reyes,Composer Documentation Contributor,1
Anderson,Reyes,Doctrine Documentation Contributor,1
Anderson,Reyes,SensioLabs Certified Symfony Developer (Advanced),2
Anderson,Reyes,Silex Documentation Contributor,1
Anderson,Reyes,Silex Code Contributor,1
Anderson,Reyes,Symfony Code Contributor,1
Anderson,Reyes,Twig Code Contributor,1
Anderson,Reyes,One year membership,1
Valette,Thomas,Helped write a book about Symfony,3
Valette,Thomas,Silex Documentation Contributor,1
Valette,Thomas,Doctrine Code Contributor,1
Valette,Thomas,Composer Code Contributor,1
Valette,Thomas,Twig Code Contributor,1
Valette,Thomas,Attended a training on Symfony2 (level 3) at SensioLabs,2
Valette,Thomas,Symfony Code Contributor,1
Valette,Thomas,Composer Documentation Contributor,1
Valette,Thomas,Silex Code Contributor,1
Valette,Thomas,Two year membership,1
Valette,Thomas,One year membership,1
Anderson,Elisa,Silex Code Contributor,1
Anderson,Elisa,Doctrine Documentation Contributor,1
Anderson,Elisa,Monolog Code Contributor,1
Anderson,Elisa,Silex Documentation Contributor,1
Anderson,Elisa,Twig Documentation Contributor,1
Anderson,Elisa,Swiftmailer Code Contributor,1
Anderson,Elisa,Symfony CMF Code Contributor,1
Anderson,Elisa,SensioLabs Certified Symfony Developer (Expert),3
Anderson,Elisa,Doctrine Code Contributor,1
Anderson,Elisa,Composer Documentation Contributor,1
Anderson,Elisa,Four year membership,2
Anderson,Elisa,Three year membership,2
Anderson,Elisa,Two year membership,1
Anderson,Elisa,One year membership,1
Colin,Annabelle,SensioLabs Certified Symfony Developer (Advanced),2
Colin,Annabelle,Doctrine Code Contributor,1
Colin,Annabelle,Silex Code Contributor,1
Colin,Annabelle,Composer Documentation Contributor,1
Colin,Annabelle,Attended a training on Symfony2 (level 3) at SensioLabs,2
Colin,Annabelle,Six year membership,3
Colin,Annabelle,Five year membership,3
Colin,Annabelle,Four year membership,2
Colin,Annabelle,Three year membership,2
Colin,Annabelle,Two year membership,1
Colin,Annabelle,One year membership,1
Erdman,Evans,Symfony Code Contributor,1
Erdman,Evans,Silex Code Contributor,1
Erdman,Evans,Monolog Code Contributor,1
Erdman,Evans,Doctrine Documentation Contributor,1
Erdman,Evans,Twig Documentation Contributor,1
Erdman,Evans,Attended a training on Symfony2 (level 3) at SensioLabs,2
Erdman,Evans,SensioLabs Certified Symfony Developer (Expert),3
Erdman,Evans,Composer Documentation Contributor,1
Erdman,Evans,Four year membership,2
Erdman,Evans,Three year membership,2
Erdman,Evans,Two year membership,1
Erdman,Evans,One year membership,1
Ledner,Thad,Symfony CMF Code Contributor,1
Ledner,Thad,Doctrine Documentation Contributor,1
Ledner,Thad,Silex Documentation Contributor,1
Ledner,Thad,Symfony Documentation Contributor,1
Ledner,Thad,Monolog Documentation Contributor,1
Ledner,Thad,Composer Code Contributor,1
Ledner,Thad,SensioLabs Certified Symfony Developer (Advanced),2
Ledner,Thad,Helped write a book about Symfony,3
Ledner,Thad,Swiftmailer Documentation Contributor,1
Ledner,Thad,Twig Documentation Contributor,1
Ledner,Thad,Eight year membership,3
Ledner,Thad,Seven year membership,3
Ledner,Thad,Six year membership,3
Ledner,Thad,Five year membership,3
Ledner,Thad,Four year membership,2
Ledner,Thad,Three year membership,2
Ledner,Thad,Two year membership,1
Ledner,Thad,One year membership,1
Bergstrom,Maximillian,Doctrine Code Contributor,1
Bergstrom,Maximillian,Symfony Code Contributor,1
Bergstrom,Maximillian,Monolog Documentation Contributor,1
Bergstrom,Maximillian,Doctrine Documentation Contributor,1
Bergstrom,Maximillian,Attended a training on Symfony2 (level 3) at SensioLabs,2
Bergstrom,Maximillian,Silex Documentation Contributor,1
Bergstrom,Maximillian,SensioLabs Certified Symfony Developer (Expert),3
Bergstrom,Maximillian,Silex Code Contributor,1
Bergstrom,Maximillian,Symfony CMF Code Contributor,1
Bergstrom,Maximillian,Seven year membership,3
Bergstrom,Maximillian,Six year membership,3
Bergstrom,Maximillian,Five year membership,3
Bergstrom,Maximillian,Four year membership,2
Bergstrom,Maximillian,Three year membership,2
Bergstrom,Maximillian,Two year membership,1
Bergstrom,Maximillian,One year membership,1
Price,Gérard,Symfony CMF Code Contributor,1
Price,Gérard,Monolog Code Contributor,1
Price,Gérard,Silex Code Contributor,1
Price,Gérard,Swiftmailer Documentation Contributor,1
Price,Gérard,Composer Code Contributor,1
Price,Gérard,Helped write a book about Symfony,3
Price,Gérard,SensioLabs Certified Symfony Developer (Expert),3
Price,Gérard,Symfony Code Contributor,1
Price,Gérard,Three year membership,2
Price,Gérard,Two year membership,1
Price,Gérard,One year membership,1
Weissnat,Lauryn,SensioLabs Certified Symfony Developer (Advanced),2
Weissnat,Lauryn,Composer Documentation Contributor,1
Weissnat,Lauryn,Twig Documentation Contributor,1
Weissnat,Lauryn,Silex Code Contributor,1
Weissnat,Lauryn,Attended a training on Symfony2 (level 3) at SensioLabs,2
Weissnat,Lauryn,Twig Code Contributor,1
Weissnat,Lauryn,Swiftmailer Code Contributor,1
Weissnat,Lauryn,Two year membership,1
Weissnat,Lauryn,One year membership,1
O'Reilly,Collin,Silex Code Contributor,1
O'Reilly,Collin,Swiftmailer Code Contributor,1
O'Reilly,Collin,Twig Code Contributor,1
O'Reilly,Collin,Attended a training on Symfony2 (level 3) at SensioLabs,2
O'Reilly,Collin,Symfony Documentation Contributor,1
O'Reilly,Collin,Doctrine Documentation Contributor,1
O'Reilly,Collin,Three year membership,2
O'Reilly,Collin,Two year membership,1
O'Reilly,Collin,One year membership,1
Maillard,Elnora,Doctrine Documentation Contributor,1
Maillard,Elnora,Swiftmailer Documentation Contributor,1
Maillard,Elnora,SensioLabs Certified Symfony Developer (Advanced),2
Maillard,Elnora,Doctrine Code Contributor,1
Maillard,Elnora,Silex Documentation Contributor,1
Maillard,Elnora,Symfony Code Contributor,1
Maillard,Elnora,Symfony Documentation Contributor,1
Maillard,Elnora,Attended a training on Symfony2 (level 3) at SensioLabs,2
Maillard,Elnora,Symfony CMF Code Contributor,1
Maillard,Elnora,Helped write a book about Symfony,3
Maillard,Elnora,Twig Documentation Contributor,1
Maillard,Elnora,Four year membership,2
Maillard,Elnora,Three year membership,2
Maillard,Elnora,Two year membership,1
Maillard,Elnora,One year membership,1
Adams,Elisha,SensioLabs Certified Symfony Developer (Advanced),2
Adams,Elisha,Attended a training on Symfony2 (level 3) at SensioLabs,2
Adams,Elisha,Doctrine Documentation Contributor,1
Adams,Elisha,Monolog Code Contributor,1
Adams,Elisha,Composer Documentation Contributor,1
Adams,Elisha,Silex Code Contributor,1
Adams,Elisha,Five year membership,3
Adams,Elisha,Four year membership,2
Adams,Elisha,Three year membership,2
Adams,Elisha,Two year membership,1
Adams,Elisha,One year membership,1
Kunze,Tate,Composer Code Contributor,1
Kunze,Tate,Attended a training on Symfony2 (level 3) at SensioLabs,2
Kunze,Tate,Symfony Code Contributor,1
Kunze,Tate,Monolog Code Contributor,1
Kunze,Tate,Twig Code Contributor,1
Kunze,Tate,Composer Documentation Contributor,1
Kunze,Tate,Doctrine Code Contributor,1
Kunze,Tate,Twig Documentation Contributor,1
Kunze,Tate,Monolog Documentation Contributor,1
Kunze,Tate,Symfony CMF Code Contributor,1
Kunze,Tate,Doctrine Documentation Contributor,1
Kunze,Tate,Helped write a book about Symfony,3
Kunze,Tate,Silex Code Contributor,1
Kunze,Tate,Seven year membership,3
Kunze,Tate,Six year membership,3
Kunze,Tate,Five year membership,3
Kunze,Tate,Four year membership,2
Kunze,Tate,Three year membership,2
Kunze,Tate,Two year membership,1
Kunze,Tate,One year membership,1
Blanchard,Courtney,Twig Documentation Contributor,1
Blanchard,Courtney,Silex Code Contributor,1
Blanchard,Courtney,Doctrine Documentation Contributor,1
Blanchard,Courtney,Monolog Code Contributor,1
Blanchard,Courtney,Helped write a book about Symfony,3
Blanchard,Courtney,SensioLabs Certified Symfony Developer (Advanced),2
Blanchard,Courtney,Swiftmailer Documentation Contributor,1
Blanchard,Courtney,Swiftmailer Code Contributor,1
Blanchard,Courtney,Twig Code Contributor,1
Blanchard,Courtney,Attended a training on Symfony2 (level 3) at SensioLabs,2
Blanchard,Courtney,Symfony CMF Code Contributor,1
Blanchard,Courtney,Composer Documentation Contributor,1
Blanchard,Courtney,Symfony Documentation Contributor,1
Blanchard,Courtney,Doctrine Code Contributor,1
Blanchard,Courtney,Seven year membership,3
Blanchard,Courtney,Six year membership,3
Blanchard,Courtney,Five year membership,3
Blanchard,Courtney,Four year membership,2
Blanchard,Courtney,Three year membership,2
Blanchard,Courtney,Two year membership,1
Blanchard,Courtney,One year membership,1
Dubois,Ari,Symfony CMF Code Contributor,1
Dubois,Ari,Twig Documentation Contributor,1
Dubois,Ari,Swiftmailer Code Contributor,1
Dubois,Ari,Silex Documentation Contributor,1
Dubois,Ari,Composer Code Contributor,1
Dubois,Ari,Monolog Code Contributor,1
Dubois,Ari,SensioLabs Certified Symfony Developer (Expert),3
Dubois,Ari,Doctrine Code Contributor,1
Dubois,Ari,Symfony Code Contributor,1
Dubois,Ari,SensioLabs Certified Symfony Developer (Advanced),2
Dubois,Ari,Symfony Documentation Contributor,1
Dubois,Ari,Composer Documentation Contributor,1
Dubois,Ari,Four year membership,2
Dubois,Ari,Three year membership,2
Dubois,Ari,Two year membership,1
Dubois,Ari,One year membership,1
Besnard,Queen,Symfony CMF Code Contributor,1
Besnard,Queen,Doctrine Code Contributor,1
Besnard,Queen,Twig Documentation Contributor,1
Besnard,Queen,Symfony Code Contributor,1
Besnard,Queen,Attended a training on Symfony2 (level 3) at SensioLabs,2
Besnard,Queen,SensioLabs Certified Symfony Developer (Expert),3
Besnard,Queen,One year membership,1
Breitenberg,Aurélie,Symfony Documentation Contributor,1
Breitenberg,Aurélie,SensioLabs Certified Symfony Developer (Expert),3
Breitenberg,Aurélie,Silex Documentation Contributor,1
Breitenberg,Aurélie,Monolog Documentation Contributor,1
Breitenberg,Aurélie,Silex Code Contributor,1
Breitenberg,Aurélie,Doctrine Code Contributor,1
Breitenberg,Aurélie,Composer Code Contributor,1
Breitenberg,Aurélie,Swiftmailer Code Contributor,1
Breitenberg,Aurélie,Symfony CMF Code Contributor,1
Breitenberg,Aurélie,Doctrine Documentation Contributor,1
Breitenberg,Aurélie,Twig Documentation Contributor,1
Breitenberg,Aurélie,Seven year membership,3
Breitenberg,Aurélie,Six year membership,3
Breitenberg,Aurélie,Five year membership,3
Breitenberg,Aurélie,Four year membership,2
Breitenberg,Aurélie,Three year membership,2
Breitenberg,Aurélie,Two year membership,1
Breitenberg,Aurélie,One year membership,1
Lemaitre,Jacques,Silex Documentation Contributor,1
Lemaitre,Jacques,Twig Documentation Contributor,1
Lemaitre,Jacques,Silex Code Contributor,1
Lemaitre,Jacques,Attended a training on Symfony2 (level 3) at SensioLabs,2
Lemaitre,Jacques,Doctrine Documentation Contributor,1
Lemaitre,Jacques,Symfony Code Contributor,1
Lemaitre,Jacques,Composer Code Contributor,1
Lemaitre,Jacques,Composer Documentation Contributor,1
Lemaitre,Jacques,Swiftmailer Documentation Contributor,1
Lemaitre,Jacques,Helped write a book about Symfony,3
Lemaitre,Jacques,Six year membership,3
Lemaitre,Jacques,Five year membership,3
Lemaitre,Jacques,Four year membership,2
Lemaitre,Jacques,Three year membership,2
Lemaitre,Jacques,Two year membership,1
Lemaitre,Jacques,One year membership,1
Torres,Anabel,Doctrine Code Contributor,1
Torres,Anabel,Helped write a book about Symfony,3
Torres,Anabel,Symfony Documentation Contributor,1
Torres,Anabel,Composer Code Contributor,1
Torres,Anabel,Eight year membership,3
Torres,Anabel,Seven year membership,3
Torres,Anabel,Six year membership,3
Torres,Anabel,Five year membership,3
Torres,Anabel,Four year membership,2
Torres,Anabel,Three year membership,2
Torres,Anabel,Two year membership,1
Torres,Anabel,One year membership,1
Rath,Ava,Doctrine Documentation Contributor,1
Rath,Ava,SensioLabs Certified Symfony Developer (Advanced),2
Rath,Ava,Composer Code Contributor,1
Rath,Ava,SensioLabs Certified Symfony Developer (Expert),3
Rath,Ava,Five year membership,3
Rath,Ava,Four year membership,2
Rath,Ava,Three year membership,2
Rath,Ava,Two year membership,1
Rath,Ava,One year membership,1
Dietrich,Milo,Doctrine Documentation Contributor,1
Dietrich,Milo,Symfony Documentation Contributor,1
Dietrich,Milo,Symfony CMF Code Contributor,1
Dietrich,Milo,SensioLabs Certified Symfony Developer (Expert),3
Dietrich,Milo,Monolog Code Contributor,1
Dietrich,Milo,Helped write a book about Symfony,3
Dietrich,Milo,Symfony Code Contributor,1
Dietrich,Milo,Attended a training on Symfony2 (level 3) at SensioLabs,2
Dietrich,Milo,SensioLabs Certified Symfony Developer (Advanced),2
Dietrich,Milo,Monolog Documentation Contributor,1
Dietrich,Milo,Swiftmailer Documentation Contributor,1
Dietrich,Milo,Six year membership,3
Dietrich,Milo,Five year membership,3
Dietrich,Milo,Four year membership,2
Dietrich,Milo,Three year membership,2
Dietrich,Milo,Two year membership,1
Dietrich,Milo,One year membership,1
Strosin,Agathe,SensioLabs Certified Symfony Developer (Advanced),2
Strosin,Agathe,Doctrine Code Contributor,1
Strosin,Agathe,Helped write a book about Symfony,3
Strosin,Agathe,Symfony Code Contributor,1
Strosin,Agathe,Six year membership,3
Strosin,Agathe,Five year membership,3
Strosin,Agathe,Four year membership,2
Strosin,Agathe,Three year membership,2
Strosin,Agathe,Two year membership,1
Strosin,Agathe,One year membership,1
Friesen,Henri,Symfony CMF Code Contributor,1
Friesen,Henri,Silex Code Contributor,1
Friesen,Henri,Monolog Documentation Contributor,1
Friesen,Henri,Doctrine Documentation Contributor,1
Friesen,Henri,Attended a training on Symfony2 (level 3) at SensioLabs,2
Friesen,Henri,Composer Documentation Contributor,1
Friesen,Henri,Twig Code Contributor,1
Friesen,Henri,SensioLabs Certified Symfony Developer (Expert),3
Friesen,Henri,Symfony Code Contributor,1
Friesen,Henri,Swiftmailer Code Contributor,1
Friesen,Henri,Symfony Documentation Contributor,1
Friesen,Henri,Composer Code Contributor,1
Friesen,Henri,Eight year membership,3
Friesen,Henri,Seven year membership,3
Friesen,Henri,Six year membership,3
Friesen,Henri,Five year membership,3
Friesen,Henri,Four year membership,2
Friesen,Henri,Three year membership,2
Friesen,Henri,Two year membership,1
Friesen,Henri,One year membership,1
Salmon,Destinee,Twig Code Contributor,1
Salmon,Destinee,Twig Documentation Contributor,1
Salmon,Destinee,Swiftmailer Code Contributor,1
Salmon,Destinee,Four year membership,2
Salmon,Destinee,Three year membership,2
Salmon,Destinee,Two year membership,1
Salmon,Destinee,One year membership,1
Turner,Zoe,Twig Documentation Contributor,1
Turner,Zoe,Silex Code Contributor,1
Turner,Zoe,Symfony Documentation Contributor,1
Turner,Zoe,Helped write a book about Symfony,3
Turner,Zoe,Doctrine Code Contributor,1
Turner,Zoe,Symfony Code Contributor,1
Turner,Zoe,Composer Code Contributor,1
Turner,Zoe,Doctrine Documentation Contributor,1
Turner,Zoe,Attended a training on Symfony2 (level 3) at SensioLabs,2
Turner,Zoe,Silex Documentation Contributor,1
Turner,Zoe,Twig Code Contributor,1
Turner,Zoe,Six year membership,3
Turner,Zoe,Five year membership,3
Turner,Zoe,Four year membership,2
Turner,Zoe,Three year membership,2
Turner,Zoe,Two year membership,1
Turner,Zoe,One year membership,1
Jaskolski,Carson,Twig Code Contributor,1
Jaskolski,Carson,Swiftmailer Documentation Contributor,1
Jaskolski,Carson,Doctrine Code Contributor,1
Jaskolski,Carson,Symfony CMF Code Contributor,1
Jaskolski,Carson,SensioLabs Certified Symfony Developer (Advanced),2
Jaskolski,Carson,Symfony Documentation Contributor,1
Jaskolski,Carson,Composer Documentation Contributor,1
Jaskolski,Carson,Attended a training on Symfony2 (level 3) at SensioLabs,2
Jaskolski,Carson,Symfony Code Contributor,1
Jaskolski,Carson,Monolog Code Contributor,1
Jaskolski,Carson,Four year membership,2
Jaskolski,Carson,Three year membership,2
Jaskolski,Carson,Two year membership,1
Jaskolski,Carson,One year membership,1
Sipes,Norbert,Helped write a book about Symfony,3
Sipes,Norbert,Monolog Documentation Contributor,1
Sipes,Norbert,Silex Code Contributor,1
Sipes,Norbert,Doctrine Documentation Contributor,1
Sipes,Norbert,Monolog Code Contributor,1
Sipes,Norbert,SensioLabs Certified Symfony Developer (Expert),3
Sipes,Norbert,Swiftmailer Documentation Contributor,1
Sipes,Norbert,Symfony CMF Code Contributor,1
Sipes,Norbert,Symfony Documentation Contributor,1
Sipes,Norbert,Twig Documentation Contributor,1
Sipes,Norbert,Three year membership,2
Sipes,Norbert,Two year membership,1
Sipes,Norbert,One year membership,1
Schmitt,Marguerite,Doctrine Code Contributor,1
Schmitt,Marguerite,Helped write a book about Symfony,3
Schmitt,Marguerite,Silex Code Contributor,1
Schmitt,Marguerite,SensioLabs Certified Symfony Developer (Expert),3
Schmitt,Marguerite,Twig Documentation Contributor,1
Schmitt,Marguerite,Attended a training on Symfony2 (level 3) at SensioLabs,2
Schmitt,Marguerite,Monolog Documentation Contributor,1
Schmitt,Marguerite,Twig Code Contributor,1
Schmitt,Marguerite,Symfony Code Contributor,1
Schmitt,Marguerite,Swiftmailer Documentation Contributor,1
Schmitt,Marguerite,Doctrine Documentation Contributor,1
Schmitt,Marguerite,Three year membership,2
Schmitt,Marguerite,Two year membership,1
Schmitt,Marguerite,One year membership,1
Koepp,Stephan,Monolog Code Contributor,1
Koepp,Stephan,Symfony CMF Code Contributor,1
Koepp,Stephan,SensioLabs Certified Symfony Developer (Advanced),2
Koepp,Stephan,Swiftmailer Code Contributor,1
Koepp,Stephan,Six year membership,3
Koepp,Stephan,Five year membership,3
Koepp,Stephan,Four year membership,2
Koepp,Stephan,Three year membership,2
Koepp,Stephan,Two year membership,1
Koepp,Stephan,One year membership,1
Huels,Kacie,Composer Code Contributor,1
Huels,Kacie,Doctrine Code Contributor,1
Huels,Kacie,SensioLabs Certified Symfony Developer (Expert),3
Huels,Kacie,Monolog Code Contributor,1
Huels,Kacie,Swiftmailer Documentation Contributor,1
Huels,Kacie,Doctrine Documentation Contributor,1
Huels,Kacie,SensioLabs Certified Symfony Developer (Advanced),2
Huels,Kacie,Symfony CMF Code Contributor,1
Huels,Kacie,Monolog Documentation Contributor,1
Huels,Kacie,Twig Code Contributor,1
Huels,Kacie,Four year membership,2
Huels,Kacie,Three year membership,2
Huels,Kacie,Two year membership,1
Huels,Kacie,One year membership,1
Voisin,Golden,Silex Documentation Contributor,1
Voisin,Golden,Helped write a book about Symfony,3
Voisin,Golden,Doctrine Documentation Contributor,1
Voisin,Golden,Silex Code Contributor,1
Voisin,Golden,Twig Code Contributor,1
Voisin,Golden,Composer Documentation Contributor,1
Voisin,Golden,Symfony CMF Code Contributor,1
Voisin,Golden,Swiftmailer Code Contributor,1
Voisin,Golden,Swiftmailer Documentation Contributor,1
Voisin,Golden,Twig Documentation Contributor,1
Voisin,Golden,Symfony Code Contributor,1
Voisin,Golden,Monolog Documentation Contributor,1
Voisin,Golden,SensioLabs Certified Symfony Developer (Advanced),2
Voisin,Golden,Doctrine Code Contributor,1
Voisin,Golden,Six year membership,3
Voisin,Golden,Five year membership,3
Voisin,Golden,Four year membership,2
Voisin,Golden,Three year membership,2
Voisin,Golden,Two year membership,1
Voisin,Golden,One year membership,1
Weber,Erwin,Helped write a book about Symfony,3
Weber,Erwin,Silex Code Contributor,1
Weber,Erwin,Swiftmailer Documentation Contributor,1
Weber,Erwin,Doctrine Code Contributor,1
Weber,Erwin,Swiftmailer Code Contributor,1
Weber,Erwin,Twig Documentation Contributor,1
Weber,Erwin,Silex Documentation Contributor,1
Weber,Erwin,Symfony Code Contributor,1
Weber,Erwin,Doctrine Documentation Contributor,1
Weber,Erwin,SensioLabs Certified Symfony Developer (Advanced),2
Weber,Erwin,Three year membership,2
Weber,Erwin,Two year membership,1
Weber,Erwin,One year membership,1
Turcotte,Pauline,Symfony Code Contributor,1
Turcotte,Pauline,SensioLabs Certified Symfony Developer (Advanced),2
Turcotte,Pauline,Doctrine Code Contributor,1
Turcotte,Pauline,Helped write a book about Symfony,3
Turcotte,Pauline,Eight year membership,3
Turcotte,Pauline,Seven year membership,3
Turcotte,Pauline,Six year membership,3
Turcotte,Pauline,Five year membership,3
Turcotte,Pauline,Four year membership,2
Turcotte,Pauline,Three year membership,2
Turcotte,Pauline,Two year membership,1
Turcotte,Pauline,One year membership,1
Neveu,Rossie,SensioLabs Certified Symfony Developer (Expert),3
Neveu,Rossie,Twig Documentation Contributor,1
Neveu,Rossie,Silex Code Contributor,1
Neveu,Rossie,Helped write a book about Symfony,3
Neveu,Rossie,Twig Code Contributor,1
Neveu,Rossie,Composer Code Contributor,1
Neveu,Rossie,Monolog Code Contributor,1
Neveu,Rossie,Swiftmailer Code Contributor,1
